seed,pca_components,n_qubits,reps,entanglement,accuracy,precision,recall,f1,roc_auc,kernel_backend,statevector_generation_time,kernel_matrix_time,classifier_fit_time,prediction_time,total_runtime,condition_number,min_eigenvalue,max_eigenvalue,trace,effective_rank,offdiag_mean,offdiag_std,offdiag_min,offdiag_max,offdiag_median,offdiag_q25,offdiag_q75
456,4,4,1,linear,0.8596491228070176,0.8611111111111112,0.7380952380952381,0.7948717948717948,0.8998015873015872,exact_statevector_gram,0.4401595000017551,0.0013625999999931082,0.0024883000005502254,0.0006219999995664693,0.4446324000018649,5.125682849179843e+18,-4.2122861980136904e-15,44.06852357249329,455.0,68.74246412284634,0.08291200914682788,0.1323188039502533,4.059002042389837e-09,0.9940774848515883,0.03498386134020158,0.010733270379549341,0.09231392177600642
456,4,4,1,full,0.8771929824561403,0.868421052631579,0.7857142857142857,0.825,0.9368386243386243,exact_statevector_gram,0.6214437000016915,0.001973799997358583,0.003458799998043105,0.0006613000005017966,0.627537599997595,2.643364005052699e+20,-2.492294777414876e-15,47.919155940573035,455.0,96.98518370490112,0.09615477236815732,0.1010190217406299,3.5141765735437146e-07,0.9855480472616948,0.06531010832595954,0.025615910106451627,0.1330055793266951
456,4,4,2,linear,0.7807017543859649,0.717948717948718,0.6666666666666666,0.691358024691358,0.8637566137566137,exact_statevector_gram,0.7540738000025158,0.0013179000015952624,0.003417200001422316,0.0008464999991701916,0.7596554000047036,7.303880288811324e+17,-1.4302918475264133e-15,44.86477356989961,455.0,90.9186062087501,0.08862278900052895,0.11064920411080137,9.543748176727156e-07,0.9892596934113892,0.05242170854782432,0.020120419552366375,0.1132893571607047
456,4,4,2,full,0.7631578947368421,0.7027027027027027,0.6190476190476191,0.6582278481012658,0.8336640211640212,exact_statevector_gram,1.0986628999962704,0.0022628000006079674,0.003333699998620432,0.000897999998414889,1.1051573999939137,2.4779818429035357e+17,-1.3181749493034194e-15,40.60134841689148,455.0,121.83361594596784,0.08268585077086409,0.08652700473225709,1.2626125474897903e-06,0.9729572367307538,0.05688215029181221,0.023540765179976112,0.11283722162991719
456,4,4,3,linear,0.7807017543859649,0.717948717948718,0.6666666666666666,0.691358024691358,0.892526455026455,exact_statevector_gram,1.0906599999943865,0.002395499999693129,0.0038289000003715046,0.0010426999942865223,1.0979270999887376,4.681129795328759e+16,-1.1526647568057642e-15,52.88315995860329,455.0,90.04688463981778,0.10141331483358014,0.11176228193742206,1.1955673861389095e-06,0.9855448771934401,0.06487613825246122,0.025777837439936654,0.13721896857816218
456,4,4,3,full,0.6754385964912281,0.6,0.35714285714285715,0.44776119402985076,0.7685185185185185,exact_statevector_gram,1.8007233000025735,0.001773999996657949,0.0034193000028608367,0.0011561000064830296,1.8070727000085753,2.0638294853422976e+16,6.203457132819366e-16,37.38123918052901,455.0,139.3341053073278,0.07695272933664322,0.0756477000253751,1.0722926135172803e-07,0.9631664855944816,0.05454842045078286,0.023007908360068722,0.10725648816349831
789,2,2,1,linear,0.8771929824561403,0.9117647058823529,0.7380952380952381,0.8157894736842105,0.949074074074074,exact_statevector_gram,0.21979810000630096,0.001958699998795055,0.002180800001951866,0.0005971999999019317,0.2245348000069498,4.156603373296546e+20,-4.589444194037447e-14,164.08615211180359,455.0,7.158246617577683,0.3310537557319528,0.2922184560126905,7.72799551447055e-07,0.9999699304045346,0.23549099748127542,0.08624528936698064,0.5284590725023146
789,2,2,1,full,0.8771929824561403,0.9117647058823529,0.7380952380952381,0.8157894736842105,0.949074074074074,exact_statevector_gram,0.2318135999958031,0.001279299998714123,0.0022833999973954633,0.0006130999972810969,0.23598939998919377,4.156603373296546e+20,-4.589444194037447e-14,164.08615211180359,455.0,7.158246617577683,0.3310537557319528,0.2922184560126905,7.72799551447055e-07,0.9999699304045346,0.23549099748127542,0.08624528936698064,0.5284590725023146
789,2,2,2,linear,0.8596491228070176,0.8611111111111112,0.7380952380952381,0.7948717948717948,0.9067460317460317,exact_statevector_gram,0.3724015000043437,0.0014384000023710541,0.0022106000033090822,0.0008355999962077476,0.3768861000062316,3.490787223683084e+19,-7.152251944236716e-14,228.22291550994169,455.0,5.906028271421441,0.4558738712507516,0.2818707562511079,2.429876448985456e-06,0.9999758292705145,0.4373061732212544,0.21231312553400897,0.6846479339947747
789,2,2,2,full,0.8596491228070176,0.8611111111111112,0.7380952380952381,0.7948717948717948,0.9067460317460317,exact_statevector_gram,0.4187023999984376,0.0014789999986533076,0.002330800001800526,0.0006454000031226315,0.4231576000020141,3.490787223683084e+19,-7.152251944236716e-14,228.22291550994169,455.0,5.906028271421441,0.4558738712507516,0.2818707562511079,2.429876448985456e-06,0.9999758292705145,0.4373061732212544,0.21231312553400897,0.6846479339947747
