seed,model,kernel,pca_components,C,gamma,inner_fold,n_inner_train,n_inner_validation,inner_accuracy,inner_precision,inner_recall,inner_f1,inner_roc_auc
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,1,364,91,0.945054945054945,0.9142857142857143,0.9411764705882353,0.927536231884058,0.9855521155830753
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9638802889576883
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,2,364,91,0.9010989010989011,0.9032258064516129,0.8235294117647058,0.8615384615384616,0.9607843137254902
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,2,364,91,0.9120879120879121,0.90625,0.8529411764705882,0.8787878787878788,0.9561403508771931
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,2,364,91,0.9340659340659341,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.958204334365325
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,2,364,91,0.9340659340659341,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9690402476780187
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,3,364,91,0.6263736263736264,0.0,0.0,0.0,0.935500515995872
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,3,364,91,0.8571428571428571,1.0,0.6176470588235294,0.7636363636363637,0.9468524251805985
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,3,364,91,0.8791208791208791,0.8709677419354839,0.7941176470588235,0.8307692307692308,0.9489164086687306
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,3,364,91,0.9230769230769231,0.9090909090909091,0.8823529411764706,0.8955223880597015,0.9633642930856552
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,3,364,91,0.9340659340659341,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9618163054695562
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,4,364,91,0.6263736263736264,0.0,0.0,0.0,0.8699690402476781
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,4,364,91,0.8241758241758241,0.875,0.6176470588235294,0.7241379310344828,0.8802889576883385
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,4,364,91,0.8461538461538461,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.9076367389060888
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,4,364,91,0.8241758241758241,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.8746130030959752
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,4,364,91,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.8653250773993808
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,5,364,91,0.6263736263736264,0.0,0.0,0.0,0.981940144478844
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,5,364,91,0.9340659340659341,1.0,0.8235294117647058,0.9032258064516129,0.9845201238390093
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,5,364,91,0.945054945054945,1.0,0.8529411764705882,0.9206349206349206,0.9829721362229101
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,5,364,91,0.967032967032967,0.9696969696969697,0.9411764705882353,0.9552238805970149,0.980908152734778
123,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,5,364,91,0.978021978021978,1.0,0.9411764705882353,0.9696969696969697,0.9850361197110423
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,1,364,91,0.6263736263736264,0.0,0.0,0.0,0.9272445820433437
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,1,364,91,0.7252747252747253,1.0,0.2647058823529412,0.4186046511627907,0.9277605779153766
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,1,364,91,0.8681318681318682,0.84375,0.7941176470588235,0.8181818181818182,0.936532507739938
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,1,364,91,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.8869969040247677
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,1,364,91,0.8021978021978022,0.75,0.7058823529411765,0.7272727272727273,0.8596491228070176
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9313725490196079
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9318885448916409
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,2,364,91,0.8901098901098901,0.9,0.7941176470588235,0.84375,0.9602683178534572
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,2,364,91,0.8571428571428571,0.8387096774193549,0.7647058823529411,0.8,0.9427244582043344
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,2,364,91,0.8241758241758241,0.78125,0.7352941176470589,0.7575757575757576,0.9117647058823529
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,3,364,91,0.6263736263736264,0.0,0.0,0.0,0.9736842105263159
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,3,364,91,0.7252747252747253,1.0,0.2647058823529412,0.4186046511627907,0.9742002063983488
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,3,364,91,0.9010989010989011,0.8571428571428571,0.8823529411764706,0.8695652173913043,0.9803921568627452
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,3,364,91,0.8901098901098901,0.8157894736842105,0.9117647058823529,0.8611111111111112,0.9545923632610939
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,3,364,91,0.8241758241758241,0.75,0.7941176470588235,0.7714285714285715,0.9148606811145511
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,4,364,91,0.6263736263736264,0.0,0.0,0.0,0.934468524251806
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,4,364,91,0.6923076923076923,1.0,0.17647058823529413,0.3,0.9339525283797729
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,4,364,91,0.8681318681318682,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.9308565531475748
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,4,364,91,0.8351648351648352,0.7714285714285715,0.7941176470588235,0.782608695652174,0.8931888544891641
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,4,364,91,0.8241758241758241,0.75,0.7941176470588235,0.7714285714285715,0.8555211558307534
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,5,364,91,0.6263736263736264,0.0,0.0,0.0,0.9690402476780186
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,5,364,91,0.6813186813186813,0.8571428571428571,0.17647058823529413,0.2926829268292683,0.9695562435500515
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,5,364,91,0.8901098901098901,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.954592363261094
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,5,364,91,0.8791208791208791,0.9259259259259259,0.7352941176470589,0.819672131147541,0.9102167182662538
123,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,5,364,91,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.9226006191950464
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,1,364,91,0.6263736263736264,0.0,0.0,0.0,0.915376676986584
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,1,364,91,0.8571428571428571,0.8,0.8235294117647058,0.8115942028985508,0.9370485036119711
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,1,364,91,0.8901098901098901,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9633642930856552
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,1,364,91,0.9010989010989011,0.8205128205128205,0.9411764705882353,0.8767123287671232,0.9623323013415893
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,1,364,91,0.8791208791208791,0.7948717948717948,0.9117647058823529,0.8493150684931506,0.9592363261093911
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9716202270381836
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,2,364,91,0.8571428571428571,0.92,0.6764705882352942,0.7796610169491526,0.9809081527347782
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,2,364,91,0.9340659340659341,1.0,0.8235294117647058,0.9032258064516129,0.9912280701754386
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,2,364,91,0.945054945054945,1.0,0.8529411764705882,0.9206349206349206,0.9896800825593396
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,2,364,91,0.945054945054945,0.967741935483871,0.8823529411764706,0.9230769230769231,0.9778121775025799
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,3,364,91,0.6263736263736264,0.0,0.0,0.0,0.9437564499484005
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,3,364,91,0.8901098901098901,1.0,0.7058823529411765,0.8275862068965517,0.9463364293085654
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,3,364,91,0.8901098901098901,0.9615384615384616,0.7352941176470589,0.8333333333333334,0.956140350877193
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,3,364,91,0.9010989010989011,0.9629629629629629,0.7647058823529411,0.8524590163934426,0.957688338493292
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,3,364,91,0.9010989010989011,0.9629629629629629,0.7647058823529411,0.8524590163934426,0.956656346749226
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,4,364,91,0.6263736263736264,0.0,0.0,0.0,0.9282765737874097
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,4,364,91,0.8461538461538461,0.8333333333333334,0.7352941176470589,0.78125,0.956140350877193
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,4,364,91,0.8901098901098901,0.9,0.7941176470588235,0.84375,0.9669762641898865
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,4,364,91,0.8571428571428571,0.8387096774193549,0.7647058823529411,0.8,0.9509803921568627
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,4,364,91,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.9499484004127967
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,5,364,91,0.6263736263736264,0.0,0.0,0.0,0.9726522187822497
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,5,364,91,0.9560439560439561,1.0,0.8823529411764706,0.9375,0.9638802889576884
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,5,364,91,0.9560439560439561,0.96875,0.9117647058823529,0.9393939393939394,0.9607843137254901
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,5,364,91,0.945054945054945,0.9393939393939394,0.9117647058823529,0.9253731343283582,0.9607843137254902
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,5,364,91,0.945054945054945,0.9142857142857143,0.9411764705882353,0.927536231884058,0.9623323013415892
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,1,364,91,0.6263736263736264,0.0,0.0,0.0,0.9442724458204335
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,1,364,91,0.7472527472527473,1.0,0.3235294117647059,0.4888888888888889,0.9442724458204335
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,1,364,91,0.8461538461538461,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.9484004127966976
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,1,364,91,0.8571428571428571,0.8,0.8235294117647058,0.8115942028985508,0.9107327141382868
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,1,364,91,0.8131868131868132,0.7073170731707317,0.8529411764705882,0.7733333333333333,0.8983488132094943
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9664602683178535
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,2,364,91,0.7142857142857143,1.0,0.23529411764705882,0.38095238095238093,0.9669762641898865
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,2,364,91,0.9340659340659341,0.9666666666666667,0.8529411764705882,0.90625,0.9613003095975232
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,2,364,91,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.9427244582043344
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,2,364,91,0.8351648351648352,0.7878787878787878,0.7647058823529411,0.7761194029850746,0.9174406604747163
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,3,364,91,0.6263736263736264,0.0,0.0,0.0,0.9484004127966976
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,3,364,91,0.6813186813186813,1.0,0.14705882352941177,0.2564102564102564,0.9489164086687306
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,3,364,91,0.9010989010989011,0.9032258064516129,0.8235294117647058,0.8615384615384616,0.9654282765737874
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,3,364,91,0.8461538461538461,0.8333333333333334,0.7352941176470589,0.78125,0.9360165118679051
