seed,pca_components,n_qubits,inner_fold,reps,entanglement,C,n_inner_train,n_inner_validation,kernel_cache_id,kernel_runtime_shared_across_C,inner_accuracy,inner_precision,inner_recall,inner_f1,inner_roc_auc
123,2,2,4,1,linear,10.0,364,91,seed=123|dim=2|fold=4|reps=1|ent=linear,0.15719299999909708,0.8241758241758241,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.8746130030959752
123,2,2,4,1,linear,100.0,364,91,seed=123|dim=2|fold=4|reps=1|ent=linear,0.15719299999909708,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.8653250773993808
123,2,2,4,2,linear,0.01,364,91,seed=123|dim=2|fold=4|reps=2|ent=linear,0.24863449999975273,0.6263736263736264,0.0,0.0,0.0,0.8498452012383901
123,2,2,4,2,linear,0.1,364,91,seed=123|dim=2|fold=4|reps=2|ent=linear,0.24863449999975273,0.7802197802197802,0.7333333333333333,0.6470588235294118,0.6875,0.8534571723426212
123,2,2,4,2,linear,1.0,364,91,seed=123|dim=2|fold=4|reps=2|ent=linear,0.24863449999975273,0.8021978021978022,0.8076923076923077,0.6176470588235294,0.7,0.8699690402476781
123,2,2,4,2,linear,10.0,364,91,seed=123|dim=2|fold=4|reps=2|ent=linear,0.24863449999975273,0.8351648351648352,0.8518518518518519,0.6764705882352942,0.7540983606557377,0.86687306501548
123,2,2,4,2,linear,100.0,364,91,seed=123|dim=2|fold=4|reps=2|ent=linear,0.24863449999975273,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.8663570691434469
123,2,2,4,3,linear,0.01,364,91,seed=123|dim=2|fold=4|reps=3|ent=linear,0.33635320000030333,0.6263736263736264,0.0,0.0,0.0,0.7920536635706914
123,2,2,4,3,linear,0.1,364,91,seed=123|dim=2|fold=4|reps=3|ent=linear,0.33635320000030333,0.6483516483516484,0.6666666666666666,0.11764705882352941,0.2,0.7863777089783281
123,2,2,4,3,linear,1.0,364,91,seed=123|dim=2|fold=4|reps=3|ent=linear,0.33635320000030333,0.7032967032967034,0.7058823529411765,0.35294117647058826,0.47058823529411764,0.8126934984520123
123,2,2,4,3,linear,10.0,364,91,seed=123|dim=2|fold=4|reps=3|ent=linear,0.33635320000030333,0.7692307692307693,0.7407407407407407,0.5882352941176471,0.6557377049180327,0.8513931888544891
123,2,2,4,3,linear,100.0,364,91,seed=123|dim=2|fold=4|reps=3|ent=linear,0.33635320000030333,0.8241758241758241,0.8,0.7058823529411765,0.75,0.8524251805985553
123,2,2,5,1,linear,0.01,364,91,seed=123|dim=2|fold=5|reps=1|ent=linear,0.15355339999950957,0.6263736263736264,0.0,0.0,0.0,0.981940144478844
123,2,2,5,1,linear,0.1,364,91,seed=123|dim=2|fold=5|reps=1|ent=linear,0.15355339999950957,0.9340659340659341,1.0,0.8235294117647058,0.9032258064516129,0.9845201238390093
123,2,2,5,1,linear,1.0,364,91,seed=123|dim=2|fold=5|reps=1|ent=linear,0.15355339999950957,0.945054945054945,1.0,0.8529411764705882,0.9206349206349206,0.9829721362229101
123,2,2,5,1,linear,10.0,364,91,seed=123|dim=2|fold=5|reps=1|ent=linear,0.15355339999950957,0.967032967032967,0.9696969696969697,0.9411764705882353,0.9552238805970149,0.980908152734778
123,2,2,5,1,linear,100.0,364,91,seed=123|dim=2|fold=5|reps=1|ent=linear,0.15355339999950957,0.978021978021978,1.0,0.9411764705882353,0.9696969696969697,0.9850361197110423
123,2,2,5,2,linear,0.01,364,91,seed=123|dim=2|fold=5|reps=2|ent=linear,0.2951217999943765,0.6263736263736264,0.0,0.0,0.0,0.9576883384932922
123,2,2,5,2,linear,0.1,364,91,seed=123|dim=2|fold=5|reps=2|ent=linear,0.2951217999943765,0.8791208791208791,0.96,0.7058823529411765,0.8135593220338984,0.9659442724458205
123,2,2,5,2,linear,1.0,364,91,seed=123|dim=2|fold=5|reps=2|ent=linear,0.2951217999943765,0.8681318681318682,0.8928571428571429,0.7352941176470589,0.8064516129032258,0.95562435500516
123,2,2,5,2,linear,10.0,364,91,seed=123|dim=2|fold=5|reps=2|ent=linear,0.2951217999943765,0.9120879120879121,0.90625,0.8529411764705882,0.8787878787878788,0.9649122807017544
123,2,2,5,2,linear,100.0,364,91,seed=123|dim=2|fold=5|reps=2|ent=linear,0.2951217999943765,0.9010989010989011,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.9659442724458205
123,2,2,5,3,linear,0.01,364,91,seed=123|dim=2|fold=5|reps=3|ent=linear,0.3436216999980388,0.6263736263736264,0.0,0.0,0.0,0.9014447884416925
123,2,2,5,3,linear,0.1,364,91,seed=123|dim=2|fold=5|reps=3|ent=linear,0.3436216999980388,0.7252747252747253,1.0,0.2647058823529412,0.4186046511627907,0.8993808049535604
123,2,2,5,3,linear,1.0,364,91,seed=123|dim=2|fold=5|reps=3|ent=linear,0.3436216999980388,0.8351648351648352,0.8275862068965517,0.7058823529411765,0.7619047619047619,0.9256965944272446
123,2,2,5,3,linear,10.0,364,91,seed=123|dim=2|fold=5|reps=3|ent=linear,0.3436216999980388,0.9010989010989011,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.9442724458204333
123,2,2,5,3,linear,100.0,364,91,seed=123|dim=2|fold=5|reps=3|ent=linear,0.3436216999980388,0.8901098901098901,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.9494324045407636
123,4,4,1,1,linear,0.01,364,91,seed=123|dim=4|fold=1|reps=1|ent=linear,0.30360460000520106,0.6263736263736264,0.0,0.0,0.0,0.8968008255933952
123,4,4,1,1,linear,0.1,364,91,seed=123|dim=4|fold=1|reps=1|ent=linear,0.30360460000520106,0.7142857142857143,1.0,0.23529411764705882,0.38095238095238093,0.8983488132094943
123,4,4,1,1,linear,1.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=linear,0.30360460000520106,0.8901098901098901,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.9174406604747162
123,4,4,1,1,linear,10.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=linear,0.30360460000520106,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.8993808049535604
123,4,4,1,1,linear,100.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=linear,0.30360460000520106,0.7802197802197802,0.7333333333333333,0.6470588235294118,0.6875,0.8121775025799794
123,4,4,1,1,full,0.01,364,91,seed=123|dim=4|fold=1|reps=1|ent=full,0.42230299999937415,0.6263736263736264,0.0,0.0,0.0,0.9272445820433437
123,4,4,1,1,full,0.1,364,91,seed=123|dim=4|fold=1|reps=1|ent=full,0.42230299999937415,0.7252747252747253,1.0,0.2647058823529412,0.4186046511627907,0.9277605779153766
123,4,4,1,1,full,1.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=full,0.42230299999937415,0.8681318681318682,0.84375,0.7941176470588235,0.8181818181818182,0.936532507739938
123,4,4,1,1,full,10.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=full,0.42230299999937415,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.8869969040247677
123,4,4,1,1,full,100.0,364,91,seed=123|dim=4|fold=1|reps=1|ent=full,0.42230299999937415,0.8021978021978022,0.75,0.7058823529411765,0.7272727272727273,0.8596491228070176
123,4,4,1,2,linear,0.01,364,91,seed=123|dim=4|fold=1|reps=2|ent=linear,0.5420062999983202,0.6263736263736264,0.0,0.0,0.0,0.891640866873065
123,4,4,1,2,linear,0.1,364,91,seed=123|dim=4|fold=1|reps=2|ent=linear,0.5420062999983202,0.6263736263736264,0.0,0.0,0.0,0.8900928792569659
123,4,4,1,2,linear,1.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=linear,0.5420062999983202,0.7912087912087912,0.8260869565217391,0.5588235294117647,0.6666666666666666,0.8968008255933952
123,4,4,1,2,linear,10.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=linear,0.5420062999983202,0.8131868131868132,0.84,0.6176470588235294,0.711864406779661,0.8813209494324046
123,4,4,1,2,linear,100.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=linear,0.5420062999983202,0.7362637362637363,0.75,0.4411764705882353,0.5555555555555556,0.7786377708978328
123,4,4,1,2,full,0.01,364,91,seed=123|dim=4|fold=1|reps=2|ent=full,0.7838140000021667,0.6263736263736264,0.0,0.0,0.0,0.7853457172342622
123,4,4,1,2,full,0.1,364,91,seed=123|dim=4|fold=1|reps=2|ent=full,0.7838140000021667,0.6263736263736264,0.0,0.0,0.0,0.784313725490196
123,4,4,1,2,full,1.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=full,0.7838140000021667,0.7692307692307693,0.7241379310344828,0.6176470588235294,0.6666666666666666,0.7791537667698658
123,4,4,1,2,full,10.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=full,0.7838140000021667,0.6813186813186813,0.5675675675675675,0.6176470588235294,0.5915492957746479,0.7125902992776058
123,4,4,1,2,full,100.0,364,91,seed=123|dim=4|fold=1|reps=2|ent=full,0.7838140000021667,0.6263736263736264,0.5,0.5294117647058824,0.5142857142857142,0.6620227038183695
123,4,4,1,3,linear,0.01,364,91,seed=123|dim=4|fold=1|reps=3|ent=linear,0.8177787000022363,0.6263736263736264,0.0,0.0,0.0,0.9076367389060888
123,4,4,1,3,linear,0.1,364,91,seed=123|dim=4|fold=1|reps=3|ent=linear,0.8177787000022363,0.6263736263736264,0.0,0.0,0.0,0.9071207430340558
123,4,4,1,3,linear,1.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=linear,0.8177787000022363,0.8241758241758241,0.8,0.7058823529411765,0.75,0.8849329205366357
123,4,4,1,3,linear,10.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=linear,0.8177787000022363,0.7912087912087912,0.7272727272727273,0.7058823529411765,0.7164179104477612,0.8622291021671826
123,4,4,1,3,linear,100.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=linear,0.8177787000022363,0.7582417582417582,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.8452012383900929
123,4,4,1,3,full,0.01,364,91,seed=123|dim=4|fold=1|reps=3|ent=full,1.2460590000046068,0.6263736263736264,0.0,0.0,0.0,0.6934984520123839
123,4,4,1,3,full,0.1,364,91,seed=123|dim=4|fold=1|reps=3|ent=full,1.2460590000046068,0.6263736263736264,0.0,0.0,0.0,0.6914344685242518
123,4,4,1,3,full,1.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=full,1.2460590000046068,0.6153846153846154,0.48,0.35294117647058826,0.4067796610169492,0.6661506707946336
123,4,4,1,3,full,10.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=full,1.2460590000046068,0.6153846153846154,0.4838709677419355,0.4411764705882353,0.46153846153846156,0.6326109391124871
123,4,4,1,3,full,100.0,364,91,seed=123|dim=4|fold=1|reps=3|ent=full,1.2460590000046068,0.5824175824175825,0.4444444444444444,0.47058823529411764,0.45714285714285713,0.5521155830753355
123,4,4,2,1,linear,0.01,364,91,seed=123|dim=4|fold=2|reps=1|ent=linear,0.3100537999998778,0.6263736263736264,0.0,0.0,0.0,0.9097007223942208
123,4,4,2,1,linear,0.1,364,91,seed=123|dim=4|fold=2|reps=1|ent=linear,0.3100537999998778,0.6373626373626373,1.0,0.029411764705882353,0.05714285714285714,0.9097007223942208
123,4,4,2,1,linear,1.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=linear,0.3100537999998778,0.8351648351648352,0.88,0.6470588235294118,0.7457627118644068,0.9370485036119711
123,4,4,2,1,linear,10.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=linear,0.3100537999998778,0.8241758241758241,0.8214285714285714,0.6764705882352942,0.7419354838709677,0.8983488132094943
123,4,4,2,1,linear,100.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=linear,0.3100537999998778,0.7912087912087912,0.8,0.5882352941176471,0.6779661016949152,0.826109391124871
123,4,4,2,1,full,0.01,364,91,seed=123|dim=4|fold=2|reps=1|ent=full,0.427109999996901,0.6263736263736264,0.0,0.0,0.0,0.9313725490196079
123,4,4,2,1,full,0.1,364,91,seed=123|dim=4|fold=2|reps=1|ent=full,0.427109999996901,0.6263736263736264,0.0,0.0,0.0,0.9318885448916409
123,4,4,2,1,full,1.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=full,0.427109999996901,0.8901098901098901,0.9,0.7941176470588235,0.84375,0.9602683178534572
123,4,4,2,1,full,10.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=full,0.427109999996901,0.8571428571428571,0.8387096774193549,0.7647058823529411,0.8,0.9427244582043344
123,4,4,2,1,full,100.0,364,91,seed=123|dim=4|fold=2|reps=1|ent=full,0.427109999996901,0.8241758241758241,0.78125,0.7352941176470589,0.7575757575757576,0.9117647058823529
123,4,4,2,2,linear,0.01,364,91,seed=123|dim=4|fold=2|reps=2|ent=linear,0.5580501000004006,0.6263736263736264,0.0,0.0,0.0,0.8121775025799793
123,4,4,2,2,linear,0.1,364,91,seed=123|dim=4|fold=2|reps=2|ent=linear,0.5580501000004006,0.6263736263736264,0.0,0.0,0.0,0.8111455108359134
123,4,4,2,2,linear,1.0,364,91,seed=123|dim=4|fold=2|reps=2|ent=linear,0.5580501000004006,0.7912087912087912,0.8,0.5882352941176471,0.6779661016949152,0.8348813209494325
123,4,4,2,2,linear,10.0,364,91,seed=123|dim=4|fold=2|reps=2|ent=linear,0.5580501000004006,0.7912087912087912,0.7586206896551724,0.6470588235294118,0.6984126984126984,0.8395252837977296
123,4,4,2,2,linear,100.0,364,91,seed=123|dim=4|fold=2|reps=2|ent=linear,0.5580501000004006,0.7802197802197802,0.7333333333333333,0.6470588235294118,0.6875,0.8235294117647058
123,4,4,2,2,full,0.01,364,91,seed=123|dim=4|fold=2|reps=2|ent=full,0.8016997000013362,0.6263736263736264,0.0,0.0,0.0,0.7868937048503613
